type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,X,Y,quality
red,6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,-39805.3834513287,194975.793301556,5
red,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,-16204.2286884903,220705.729163919,6
red,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,9036.07671843682,196745.491084676,5
red,8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,-29429.667461015,200460.509413879,4
red,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,-41760.8173393267,258082.910050812,6
red,6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,-31825.8517508921,195132.030930111,5
red,7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,-23335.0424853757,240930.319771899,7
red,6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,-36147.1914816706,190453.718379891,5
red,7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,-36584.298793348,236455.715696194,6
red,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,9107.63948147364,197833.418866304,6
red,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,-32993.0404879521,263421.102025003,6
red,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,-39300.0049594377,201320.414755405,6
red,7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,-44160.3564529001,218697.729356974,6
red,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,-24510.8354713499,223188.268550722,6
red,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,12710.0321239829,190565.246642627,6
red,7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,13832.3525684996,201069.668309678,7
red,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,-18740.5087408312,236462.900917979,8
red,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,-46055.3765875034,218522.217903461,5
red,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,11415.9458062171,192308.859074618,7
red,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,-26942.3762633696,264069.075472014,7
red,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,-24355.3902590815,220865.928044605,7
red,9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,-47519.0575001043,220797.720110669,5
red,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,15946.3545403355,204732.498971822,7
red,6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,-26682.22941593,220868.543476881,7
red,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,18619.7411636283,203520.586522532,6
red,6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,-31986.9184289907,236044.558527543,5
red,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,-45699.4608351902,218846.79988316,6
red,9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,-35849.8796378479,234431.38997992,6
red,10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,-21375.6791590222,222852.02195464,6
red,8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,-38765.4484980406,203973.24015831,6
red,7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,-24648.2944316974,237264.565296943,6
red,8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,-29941.9164180775,193184.394812785,6
red,8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,-14661.4663447908,214464.816390968,6
red,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,-18999.7106595217,214356.837541776,6
red,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,-9390.05151707437,202478.985074217,6
red,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,10803.195832214,189469.734953329,6
red,8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,-25091.5491509615,247847.063303888,6
red,10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,-14245.5878175143,269688.111984643,6
red,12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,-19595.2462405041,205230.230735006,6
red,9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,-16487.9027747365,262983.428265583,5
red,7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,-33055.9861422558,262912.631658212,5
red,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,-44911.4462975476,219347.627121923,5
red,5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,-43222.8268019452,255222.254065324,7
red,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,-4636.25234096296,203268.52172071,5
red,7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,-20390.1642006853,241460.315992564,6
red,7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,-36139.7029650696,222683.25797633,5
red,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,-23722.6007889671,246512.541892026,5
red,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,-20657.7988943664,200127.890979037,4
red,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,-28740.5053831205,218914.031093938,6
red,6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,-24872.6931613501,233925.885174842,4
red,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,-28342.7016572975,191749.085585022,6
red,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,9232.91283330556,204077.632754653,6
red,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,-10494.4166394195,268768.4128272,4
red,6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,-18940.1188266511,216298.527360918,4
red,7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,-41896.2838416986,213320.251401164,5
red,9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,-12610.3050133395,195150.240310369,5
red,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,-45149.7874450938,206606.728635244,6
red,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,-9337.42084429036,272373.979877097,5
red,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,-23326.5751141135,218332.22870615,6
red,7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,-41244.7663434148,234003.394189603,5
red,7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,-13062.1361982431,208114.506391091,5
red,7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,-25250.9061118317,189058.830381761,5
red,6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,-27709.2691827612,264186.299064803,6
red,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,-31571.6087863948,234041.183665203,6
red,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,-36615.1846056931,237559.451687632,6
red,7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,-40114.3545503772,234920.248615495,5
red,7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,-23105.7325887654,242484.617497074,5
red,7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,-37465.4314183244,202286.385237869,5
red,7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,-36652.9871014882,264123.756618682,5
red,6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,-19206.5117344063,213021.345532138,5
red,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,-35046.1330474655,222396.502920318,5
red,7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,-24631.2473175379,200861.993118511,6
red,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,9867.65138475937,206518.153606069,6
red,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,-38379.656065879,235593.513716041,6
red,8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,-20135.5417098296,218850.485184081,5
red,6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,-13425.7233038082,221304.80820696,4
red,9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,-27221.5852413674,267293.451725241,5
red,8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,-19107.9510799966,192770.803253564,4
red,8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,14154.7865187116,198173.199409436,6
red,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,-9430.3157162491,191726.001316063,6
red,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,-20626.207572238,240029.387896871,6
red,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,-7887.10155370749,196499.070176933,6
red,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,-28506.2193747651,201253.930638562,6
red,5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,15637.8763118332,204383.578335092,8
red,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,-36628.8191167812,237272.329018479,6
red,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,-25272.1364283911,263869.814712199,6
red,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,-11647.2739010394,196920.974913096,5
red,7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,-15418.7775417431,215263.311610662,5
red,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,-29942.4102074993,264380.189674534,6
red,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,-32885.4587347744,211880.441546554,6
red,8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,-20481.1936449435,263701.678211405,4
red,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,-23808.8346548869,205226.1034297,6
red,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,12957.6481377207,196452.233833191,6
red,9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,-508.286702056881,188805.491269217,7
red,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,-33875.5471779073,214139.771773742,6
red,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,-17191.3483908031,199325.892334964,6
red,7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,-37502.6538811157,230816.9928737,6
red,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,-24015.2817827177,189691.315003875,6
red,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,-40287.4887719073,230285.843271767,5
red,11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,-27497.3122587377,204100.564002667,5
red,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,10318.3572605262,193190.733166465,6
red,8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,-25776.538988568,238682.901493594,5
red,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,-41131.7816053315,229040.609339273,5
red,7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,-35117.2763298132,200369.182180108,5
red,7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,-45650.6050458664,207213.405310619,5
red,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,-20739.8956143873,236690.421192061,6
red,5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,-9885.54683052023,271881.228019349,6
red,7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,-8256.49306356059,273137.111189473,4
red,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,-33358.9535948325,260101.037039133,6
red,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,-21142.0355495947,237612.570958532,5
red,6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,-14727.582001598,203882.322214417,5
red,7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,-27494.3324208105,261413.933744125,6
red,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,13381.9485565522,195185.136328561,6
red,7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,-30282.880215103,200421.050275511,3
red,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,-28357.268595589,193793.168801361,6
red,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,-41965.6745960589,260465.083632107,6
red,9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,-10485.0053572605,270032.765117471,6
red,8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,-19825.8987397872,262789.141965697,5
red,7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,-44950.1051413004,207068.929347072,5
red,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,-33101.2853612697,201801.522802756,5
red,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,12868.3769293241,202453.695786442,5
red,6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,-24720.4910803066,232992.004368311,4
red,9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,-15067.5705129364,204878.192296014,5
red,7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,-25945.4763576246,201308.539024674,5
red,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,-41690.7263531648,228516.902464545,5
red,6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,2555.91366752766,185830.097297437,6
red,8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,-40734.5235238591,226450.394006409,5
red,7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,-19877.7322372242,205051.768310687,6
red,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,-20539.2335190222,263753.580748264,6
red,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,-22509.6271052113,235900.810261434,6
red,5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,-25251.9561258307,213513.346308628,6
red,9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,-28217.3156243324,262194.221251522,6
red,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,-15167.3954088653,221800.608818683,6
red,9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,-24706.2999236113,266536.116681711,6
red,9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,-40683.8180868019,226498.995597156,5
red,5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,-31249.6993869159,259967.139617158,6
red,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,-18650.0425485172,222798.614395821,5
red,9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,-26247.3747167666,236342.114143865,7
red,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,-39327.6261430046,221413.744609351,6
red,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,-41904.9084031503,262765.776107653,6
red,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,-41842.9366064172,198576.216226252,6
red,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,-25321.9246934562,188603.347028782,6
red,6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,-12449.797774712,271357.878105365,5
red,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,-18227.4087977989,198242.078903598,6
red,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,-10452.0157089317,196976.482633745,6
red,7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,-24821.2524872343,233826.666879957,5
red,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,18619.9934840618,203334.455983039,6
red,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,-30303.7086498819,211094.688957911,5
red,7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,18750.8931427563,204163.856010715,5
red,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,-24108.8307422226,213884.184142762,6
red,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,-26978.860279438,192536.5348815,5
red,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,-36424.2527864157,236241.016651834,5
red,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,-32652.4299258749,263059.959568347,5
red,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,-31487.9963820898,239255.050199682,6
red,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,-28421.4191256149,205698.206752386,6
red,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,-2944.17287158487,194871.916581741,6
red,7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,-14162.9901348255,199492.088508326,6
red,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,-36953.6634636124,263709.924469822,6
red,11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,9985.91726578223,198369.127220025,5
red,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,10486.3208610802,197118.820915818,6
red,6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,-36192.4498678796,203206.520043811,5
red,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,-9146.88602408105,192254.724090513,5
red,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,-9507.38093881458,202142.758254004,5
red,6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,-29811.4147478704,189219.984786904,5
red,9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,-53198.7011885995,215694.983643364,5
red,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,-21959.6550536128,239099.287035097,6
red,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,-19703.9626726268,263595.950745892,5
red,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,-19183.4763849438,204660.350452833,5
red,7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,14700.6412947377,201788.942934817,5
red,6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,7193.12411869166,192709.388461602,5
red,6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,-7590.4990892804,193133.706547716,5
red,7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,-12713.1096872425,267995.440341004,6
red,7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,-19985.1577823826,263812.072352389,5
red,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,-24295.9081494114,190355.02203893,6
red,9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,13120.5667884642,196998.595394349,5
red,8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,-20628.5179575987,204908.535214833,5
red,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,13784.5284463922,192905.099867146,6
red,8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,-38752.0699007433,218747.059525361,4
red,7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,-31786.1299504895,211653.456149488,6
red,7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,-34119.8916032378,197507.756119711,5
red,7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,-13068.6462283653,203599.600928976,5
red,6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,-19973.7550819569,201979.583735881,6
red,8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,-28408.3494802436,260145.987585893,6
red,6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,-42133.589217315,200003.936742954,4
red,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,-28205.7237714864,210473.045017679,5
red,7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,-42882.980934499,218984.342732972,6
red,8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,-43290.0612039265,240088.426116065,5
red,7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,-18756.7182356729,189693.317221836,5
red,6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,-32392.0265211059,213156.416441286,3
red,7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,-36313.2272212648,204780.177745939,5
red,8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,-20827.1876179719,236717.422034026,5
red,5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,-914.39147070928,212034.98622245,6
red,7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,-12700.772386901,188682.113984123,6
red,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,-36707.5709234787,233282.018235244,6
red,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,-11002.6964065823,271097.941218982,6
red,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,-8179.16040999498,193175.597396098,5
red,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,-26021.5501759379,261187.890595801,5
red,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,-22003.050905972,196957.583435847,5
red,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,-33452.1369680204,263909.970751496,5
red,8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,20982.3978692427,205216.516516066,5
red,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,-27205.741615821,191805.403428844,5
red,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,-13295.0183043229,194822.124337833,5
red,6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,-24439.9847255717,233414.020271906,5
red,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,-12863.6261905657,212232.872503998,5
red,6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,-12731.8771136107,208412.704171782,6
red,8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,-28209.7111187582,236834.927081077,5
red,7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,-3550.89137216102,220883.425767182,5
red,8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,-3375.87099893632,214821.558141829,5
red,6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,-5646.9805070763,273477.151514538,5
red,8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,-16016.9976130686,192604.807000937,6
red,8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,13008.6773584982,207747.378315164,5
red,7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,-29894.3774878321,190807.927912704,5
red,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,-29705.8996058638,236089.132925857,7
red,7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,-32811.6805319704,219812.498892724,6
red,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,-22026.8942116117,237858.641147168,5
red,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,19982.9332285463,205613.5357317,5
red,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,-20671.9239482334,195358.636457708,6
red,7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,-18724.0588746802,215314.963372954,8
red,8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,-36378.2998225256,204760.394996598,6
red,7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,-16469.0967445595,219533.40966144,7
red,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,-19394.9173408537,262286.72640546,6
red,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,-15213.3505454043,221846.015761755,6
red,8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,-40629.5196621263,263772.647101942,7
red,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,-19816.9970284672,266944.613478816,6
red,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,-21039.474289878,237691.345171231,6
red,6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,-14946.2353884556,213399.747894976,6
red,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,-16205.4232056399,216134.036268645,6
red,9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,-24681.0075953014,222127.304975079,5
red,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,-9457.64825991495,272365.250848602,5
red,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,-9814.56883146643,191850.692119874,5
red,10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,-29067.9002884839,264202.965948951,5
red,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,-34357.0934879562,209766.100741805,7
